numero_colombia,nombre_colombia,codigo_cie10_colombia,codigo_cie10_formateado,encontrado,nivel_confianza,orpha_number,nombre_orphanet,codigos_cie10_orphanet,similitud,observaciones_colombia
1502,"Retraso mental ligado al cromosoma X, de tipo Vitale",Q878,Q87.8,True,Alta,,Síndrome de Ehlers-Danlos ligado al cromosoma X,Q79.6,91,Código corregido de 0878 a Q878
1503,"Retraso mental ligado al cromosoma X, de tipo Wilson",Q878,Q87.8,True,Alta,,Síndrome de Ehlers-Danlos ligado al cromosoma X,Q79.6,91,Código corregido de 0878 a Q878
1504,"Retraso mental ligado al cromosoma X, de tipo Wittwer",Q878,Q87.8,True,Alta,,Síndrome de Ehlers-Danlos ligado al cromosoma X,Q79.6,91,Código corregido de 0878 a Q878
1505,"Retraso mental ligado al cromosoma X, de tipo Zorick",G318,G31.8,True,Alta,,Síndrome de Ehlers-Danlos ligado al cromosoma X,Q79.6,91,
1506,"Retraso mental ligado al cromosoma X, sindromico 7",Q878,Q87.8,True,Alta,,Síndrome de Ehlers-Danlos ligado al cromosoma X,Q79.6,91,Código corregido de 0878 a Q878
1507,"Retraso mental ligado al cromosoma X, sindromico, debido a la mutación en JARID1C",Q878,Q87.8,True,Alta,,Síndrome de Ehlers-Danlos ligado al cromosoma X,Q79.6,91,Código corregido de 0878 a Q878
1509,Retraso mental severo ligado al cromosoma X tipo Gustavson,F729,F72.9,True,Alta,,Síndrome de Ehlers-Danlos ligado al cromosoma X,Q79.6,91,
1608,Síndrome de Barbet,E268,E26.8,True,Alta,,Síndrome de Barth,E71.1,91,
1659,Síndrome de CLOVE's,Q873,Q87.3,True,Alta,,Síndrome de Robinow autosómico recesivo,Q87.1,91,Código corregido de 0873 a Q873
1757,Síndrome de Jahli,H355,H35.5,True,Alta,,Síndrome de Jalili,H35.5,91,
2081,Sordera válvula mitral esqueléticas anomalías,XXXX,XXXX,True,Alta,,Síndrome cardio-espondilo-carpo-facial,Q87.8,91,
2084,Taquiarritmia atrial con intervalo PR corto,I456,I45.6,True,Alta,,OBSOLETO: Síndrome de Lown-Ganong-Levine,,91,
2113,Trastornos del metabolismo de las lipoproteínas,E789,E78.9,True,Alta,,Trastornos del metabolismo del cinc,E83.2,91,
2172,Galactosiandosis,E771,E77.1,True,Alta,,Galactosialidosis,E77.1,91,
2192,Síndrome de Microduplicación Xq28 distal,Q998,Q99.8,True,Alta,,Síndrome de microduplicación 3q29,Q92.3,91,Código corregido de 0998 a Q998
2228,Mielitis Trasversa Aguda (ATM),G373,G37.3,True,Alta,,Mielitis transversa aguda,G37.3,91,
2230,Leucoencefalitis esclerosante subaquda (PEES),A811,A81.1,True,Alta,,Leucoencefalitis esclerosante subaguda,A81.1,91,
93,Anemia hemolitica debido a Déficit de piruvato quinasa de los qlobulos rojos,Q552,Q55.2,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0552 a Q552
197,Ateroesclerosis- sordera - diabetes - epilepsia - nefropatia,I709,I70.9,True,Alta,,Síndrome de ateroesclerosis-sordera-diabetes-epilepsia-nefropatía,I70.9,90,
288,Coloboma del iris con ptosis - Déficit intelectual,Q870,Q87.0,True,Alta,,Coloboma de iris,Q13.0,90,Código corregido de 0870 a Q870
307,Contracturas displasia ectodérmica fisura labio palatina,Q878,Q87.8,True,Alta,,Síndrome de contracturas-displasia ectodérmica-fisura labiopalatina,Q87.8,90,Código corregido de 0878 a Q878
328,Crecimiento excesivo - deficiencia de aprendizaje,Q828,Q82.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0828 a Q828
350,Deficiencia de 0X40,Q818,Q81.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0818 a Q818
351,Deficiencia de UNC119,Q728,Q72.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0728 a Q728
353,Deficiencia de 10120,K528,K52.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
354,Deficiencia de Acetoacil CoA tiolasa,E711,E71.1,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
356,Deficiencia de ADAR1 (AGS6),G318,G31.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
357,Deficiencia de AD-IRF8,D848,D84.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
359,Deficiencia de anticuemos especificos (normal igG y células B),D806,D80.6,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
360,Deficiencia de AR-IRF8,D848,D84.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
361,Deficiencia de Artemis (DHLRE1C),D811,D81.1,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
364,Deficiencia de C1qA,Q841,Q84.1,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0841 a Q841
365,Deficiencia de C1qB,L932,L93.2,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
378,Deficiencia de cadena pesada p,D808,D80.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
388,Deficiencia de CD3y (Gamma),D812,D81.2,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
389,Deficiencia de CD35 (Delta),D812,D81.2,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
390,Deficiencia de CD3E (Epsilon),Q812,Q81.2,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0812 a Q812
391,Deficiencia de CD3/ (dseta),Q812,Q81.2,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0812 a Q812
405,Deficiencia de CMC-IL-17F,E310,E31.0,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
406,Deficiencia de CMC-IL-17RA,E310,E31.0,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
408,Deficiencia de coronin-1A,D812,D81.2,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
410,Deficiencia de Dock 8,D811,D81.1,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
417,Deficiencia de Ficolin 3,D841,D84.1,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
421,Deficiencia de ICF2,Q848,Q84.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0848 a Q848
429,Deficiencia de IL-10Ra,K528,K52.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
430,Deficiencia de IL-21R,Q822,Q82.2,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0822 a Q822
437,Deficiencia de Lipasa Acida,E755,E75.5,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
439,Deficiencia de Macrófaqo 0P91 Phox,D71X,D71X,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
443,Deficiencia de MASP2,Q841,Q84.1,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0841 a Q841
446,Deficiencia de MST1/STK4,E703,E70.3,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
447,Deficiencia de MTHFD1,D528,D52.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
448,Deficiencia de Munc13-4 (FHL3),Q761,Q76.1,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0761 a Q761
449,Deficiencia de Munc18-2 (FI-L5),Q761,Q76.1,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0761 a Q761
450,Deficiencia de MyD88,Q848,Q84.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0848 a Q848
451,Deficiencia de NFKB2,G113,G11.3,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
452,Deficiencia de NK cell,D848,D84.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
456,"Deficiencia de perforina, FHL2",D818,D81.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
457,Deficiencia de PI3 kinasa,Q858,Q85.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0858 a Q858
458,"Deficiencia de PI3K5 kinasa, activación (mutación en PIK3CD, P13KD)",Q552,Q55.2,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0552 a Q552
460,Deficiencia de PMS2,Q489,Q48.9,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0489 a Q489
463,Deficiencia de proteina relacionada con el Factor H,Q841,Q84.1,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,Código corregido de 0841 a Q841
470,Deficiencia de SAMHD1 (AGS5),G318,G31.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
475,Deficiencia de 80(11 (FHL4),D761,D76.1,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
477,Deficiencia de TACI (mutación TNFRSF13B),D838,D83.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
478,Deficiencia de TAP1/TAP2/Tapasin,D816,D81.6,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
481,Deficiencia de trombomodulin,D688,D68.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
484,Deficiencia de WIPF1,D820,D82.0,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
487,Deficiencia de ZAP-70,D818,D81.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
488,Deficiencia de 13-Actin,E740,E74.0,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
497,Déficit congénito de proteina C,D682,D68.2,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
498,Déficit congénito de proteina S,D685,D68.5,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
544,Déficit de N5-metilhomocisteina transferasa,E721,E72.1,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
650,"Displasia ectodermica ""pura"" tipo cabello-uña",Q828,Q82.8,True,Alta,,Displasia ectodérmica pura de cabello-uña,Q82.8,90,Código corregido de 0828 a Q828
778,Encefalopatia debido a deficiencia de urocanasa,E708,E70.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
885,Epilepsia con crisis parciales migrantes del lactante,G404,G40.4,True,Alta,,Epilepsia parcial benigna del lactante con crisis parciales complejas,,90,
1009,Hiperqueratosis palmoplantar - cáncer de esófago,XXXX,XXXX,True,Alta,,Queratodermia palmoplantar focal,,90,
1010,Hiperqueratosis palmoplantar parapares a espástica,G821,G82.1,True,Alta,,Queratodermia palmoplantar focal,,90,
1066,Homocamosinosis,E728,E72.8,True,Alta,,Homocarnosinosis,,90,
1073,Icifosis congénita tipo feto Arlequín,Q804,Q80.4,True,Alta,,Ictiosis arlequín,Q80.4,90,Código corregido de 0804 a Q804
1083,Inmunodeficiencia comun variable,D839,D83.9,True,Alta,,OBSOLETO: Inmunodeficiencia común variable por deficiencia de TNFR,,90,
1149,Malformación cerebral - enfermedad cardiaca congénita,Q878,Q87.8,True,Alta,,Síndrome de malformación cerebral-enfermedad cardíaca congénita-polidactilia postaxial,Q87.8,90,Código corregido de 0878 a Q878
1170,Microcefalia - Déficit intelectual - anomalías falángicas y neurológicas,Q878,Q87.8,True,Alta,,Síndrome de microcefalia-discapacidad intelectual-anomalías falángicas y neurológicas,,90,Código corregido de 0878 a Q878
1174,"Microcefalia fisura palatina autosómico dominante, Síndrome de",Q878,Q87.8,True,Alta,,Distonía dopa-sensible autosómica dominante,G24.1,90,Código corregido de 0878 a Q878
1263,Neuropatia motriz mulfifocal con bloqueo de conducción,G618,G61.8,True,Alta,,Neuropatía motora multifocal,G61.8,90,
1282,Obesidad debida a deficiencia de erohormona convertasal,E668,E66.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
1287,Oculo frico displasia -,XXXX,XXXX,True,Alta,,Oculotricodisplasia,Q82.4,90,
1390,Pericarditis artritis camptodactilia,M128,M12.8,True,Alta,,Síndrome de camptodactilia-artropatía-coxa vara-pericarditis,M12.8,90,
1777,Sindrome de la persona rigida,G258,G25.8,True,Alta,,Síndrome de extremidad rígida focal,G25.8,90,
2057,Síndrome vulvovaqinal-agival,L438,L43.8,True,Alta,,Síndrome vulvovaginal-gingival,L43.8,90,
2076,Sordera - hipoplasia del esmalte - anomalia en las uñas,Q878,Q87.8,True,Alta,,Síndrome de sordera-hipoplasia del esmalte-anomalías en las uñas,Q82.4,90,Código corregido de 0878 a Q878
2109,Trastornos de la oxidación de acidos grasos,E713,E71.3,True,Alta,,Trastornos de la oxidación de los ácidos grasos y del metabolismo de los cuerpos cetónicos,E71.3,90,
2140,Variante neurológica del Síndrome de Waardenburq-Shah,E752,E75.2,True,Alta,,Síndrome de Rett atípico,F84.2,90,
2151,Deficiencia de BCL11B,D848,D84.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
2153,Deficiencia de Hebo,D610,D61.0,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
2154,Deficiencia de IFNAR2,D848,D84.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
2155,Deficiencia de IRF3,D848,D84.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
2160,Deficiencia de NSMCE3,D848,D84.8,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
2165,Deficiencia específica de gránulos 2,D71X,D71X,True,Alta,,Deficiencia del componente 3 del complemento,D84.1,90,
2246,Purpura Trombocitopénica Trombófica (P I I),D695,D69.5,True,Alta,,Púrpura trombótica trombocitopénica,M31.1,90,
63,Agenesia de cuerpo calloso — neuropatia,G600,G60.0,True,Alta,,Síndrome de agenesia de cuerpo calloso-neuropatía,G60.0,89,
230,Blefaroptosis miopia ectopia lentis,Q158,Q15.8,True,Alta,,Síndrome de blefaroptosis-miopía-ectopia lentis,Q15.8,89,Código corregido de 0158 a Q158
291,Coloboma microftalmia cardiopatía sordera,Q878,Q87.8,True,Alta,,Síndrome de coloboma-microftalmia-cardiopatía-hipoacusia,,89,Código corregido de 0878 a Q878
331,Criptomicrotia braquidactilia anomalias de dermatoqlifos,Q878,Q87.8,True,Alta,,Síndrome de criptomicrotia-braquidactilia-exceso de arco de la yema del dedo,Q87.8,89,Código corregido de 0878 a Q878
627,Displasia acromesomelica tipo Brahimi Bacha,Q778,Q77.8,True,Alta,,OBSOLETO: Displasia acromesomélica tipo Brahimi Bacha,,89,Código corregido de 0778 a Q778
703,Disquinesia paroxistica no cinesigénica (PNKD),Q248,Q24.8,True,Alta,,Discinesia paroxística no cinesigénica,G24.8,89,Código corregido de 0248 a Q248
947,"Fosforibosilpirofosfato sintetasa, sobreactividad de",E798,E79.8,True,Alta,,Hiperactividad de la fosforribosilpirofosfato-sintetasa,E79.8,89,
1013,"Hipertelorismo, tipo Teebi",Q870,Q87.0,True,Alta,,Síndrome de hipertelorismo asociado a SPECC1L,Q87.0,89,Código corregido de 0870 a Q870
1152,Malformaciones del desarrollo - sordera - distonia,Q878,Q87.8,True,Alta,,Síndrome de malformaciones del desarrollo-sordera-distonía,Q87.8,89,Código corregido de 0878 a Q878
1200,Miopatia distal con afectación respiratoria precoz,G710,G71.0,True,Alta,,Miopatía distal con afectación respiratoria temprana,,89,
1246,Nefronoftisis familiar del adulto quadriparesia espástica,Q618,Q61.8,True,Alta,,Síndrome de nefronoptisis familiar del adulto-quadriparesia espástica,Q61.8,89,Código corregido de 0618 a Q618
1297,"Ospteodisplastia, tipo Melnick-Needles",Q778,Q77.8,True,Alta,,Síndrome de Melnick-Needles,Q77.8,89,Código corregido de 0778 a Q778
1318,Oto dental displasia,K002,K00.2,True,Alta,,Displasia oculodentodigital,Q87.8,89,
1403,Pneumonia intersflcial aguda,J848,J84.8,True,Alta,,Neumonía intersticial aguda,J84.1,89,
1442,"Pulgares en aducción - artogriposis, tipo Christian",Q748,Q74.8,True,Alta,,"Síndrome de pulgares en aducción-artrogriposis, tipo Christian",Q74.8,89,Código corregido de 0748 a Q748
1546,Síndrome Blau (NOD2 or CARD15),Q878,Q87.8,True,Alta,,Síndrome de Blau,D89.8,89,Código corregido de 0878 a Q878
1589,Síndrome de aniridia - retraso mental,Q878,Q87.8,True,Alta,,Síndrome de aniridia-agenesia renal-retraso psicomotor,Q87.8,89,Código corregido de 0878 a Q878
1681,Sindrome de delecion 6q16,Q935,Q93.5,True,Alta,,Síndrome de deleción 1p36,Q93.5,89,Código corregido de 0935 a Q935
1778,Sindrome de la piel rizada,Q828,Q82.8,True,Alta,,Síndrome de la piel arrugada,Q82.8,89,Código corregido de 0828 a Q828
1822,Síndrome de Milroy,Q820,Q82.0,True,Alta,,Disostosis acrofacial postaxial,Q75.4,89,Código corregido de 0820 a Q820
2106,Trastorno desintegrativo de la infancia,F843,F84.3,True,Alta,,Trastorno desintegrativo infantil,F84.3,89,
2237,Desorden del Espectro de Anticuerpos anti-MOG,G058,G05.8,True,Alta,,Trastorno del espectro de la neuromielitis óptica con anticuerpos anti-MOG,G36.0,89,
65,Agenesia de cuerpo calloso microcefalia talla baja,Q878,Q87.8,True,Alta,,Síndrome de microcefalia-polimicrogiria-agenesia del cuerpo calloso,Q04.3,88,Código corregido de 0878 a Q878
116,Anoftalmia - insuficiencia hipotalamo-pituitaria,Q044,Q04.4,True,Alta,,Síndrome de anoftalmia-insuficiencia hipotálamo-pituitaria,,88,Código corregido de 0044 a Q044
122,Anomalia de Duane - miopatia - escoliosis,H508,H50.8,True,Alta,,Síndrome de anomalía de Duane-miopatía-escoliosis,,88,
131,Anomalias del arco aórtico- dismorfismo - Déficit intelectual,Q878,Q87.8,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,Código corregido de 0878 a Q878
195,Atelosteogénesis 111,Q788,Q78.8,True,Alta,,Atelosteogénesis tipo I,Q78.8,88,Código corregido de 0788 a Q788
308,Convulsiones - Déficit intelectual debido a hidroxilsinuria,E723,E72.3,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,
341,Cutis verticis qyrata - Déficit mental,Q828,Q82.8,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,Código corregido de 0828 a Q828
428,Deficiencia dell-10,E728,E72.8,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,
490,Deficiencia en el receptor del complemento 2 CR2 (CD21),D841,D84.1,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,
491,Deficiencia en el receptor del complemento 3 CR3,D841,D84.1,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,
552,Déficit intelectual tipo Birk-Barel,Q878,Q87.8,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,Código corregido de 0878 a Q878
553,Déficit intelectual tipo Kahrizi,E778,E77.8,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,
609,Disgenesia gonadal anomalias múltiples,Q991,Q99.1,True,Alta,,"Disgenesia gonadal 46,XX",Q99.1,88,Código corregido de 0991 a Q991
612,Disinostosis craneofacial,Q750,Q75.0,True,Alta,,Disostosis acrocraneofacial,Q87.0,88,Código corregido de 0750 a Q750
649,Displasia ectodermica - Sindrome de fragilidad de la piel,Q810,Q81.0,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0810 a Q810
781,"Encefalopatia grave de aparicion neonatal, autosómica dominante",G404,G40.4,True,Alta,,Neuropatía motora distal hereditaria autosómica dominante,,88,
786,Encondromatosis,Q784,Q78.4,True,Alta,,Metacondromatosis,Q78.4,88,Código corregido de 0784 a Q784
790,Enfermedad de Alzheimer autosómica dominante de aparición temprana,G300,G30.0,True,Alta,,Neuropatía motora distal hereditaria autosómica dominante,,88,
826,Enfermedad de las neuronas motoras patrón Madras,G122,G12.2,True,Alta,,Enfermedad de las motoneuronas de Madras,G12.2,88,
831,Enfermedad de Netherton,Q808,Q80.8,True,Alta,,Arteritis de células gigantes,M31.6,88,Código corregido de 0808 a Q808
942,"Fisura palatina sinequias laterales, Síndrome de",Q878,Q87.8,True,Alta,,Síndrome H,D76.3,88,
946,Formas letales del Sindrome de Pterigium,Q798,Q79.8,True,Alta,,Síndrome H,D76.3,88,
1032,Hipomielinización - hipoqonadismo hipogonadotrópico - hipodonfia,G111,G11.1,True,Alta,,Síndrome de hipomielinización-hipogonadismo hipogonadotrópico-hipodoncia,G11.1,88,
1098,Keratosis tipo Nagashima,Q828,Q82.8,True,Alta,,Queratodermia palmoplantar tipo Nagashima,Q82.8,88,Código corregido de 0828 a Q828
1099,Laminopatia tipo Decaudain-Vigouroux,E784,E78.4,True,Alta,,OBSOLETO: Laminopatía tipo Decaudain-Vigouroux,,88,
1114,Leucoencefalopatia queratosis palmoplantar,XXXX,XXXX,True,Alta,,Queratodermia palmoplantar focal,,88,
1148,Malacoplasia,N288,N28.8,True,Alta,,Malacoplaquia,"N28.8, N32.8, N36.8",88,
1148,Malacoplasia,N328,N32.8,True,Alta,,Malacoplaquia,"N28.8, N32.8, N36.8",88,
1148,Malacoplasia,N368,N36.8,True,Alta,,Malacoplaquia,"N28.8, N32.8, N36.8",88,
1169,Microcefalia - anomalías digitales - Déficit intelectual,Q878,Q87.8,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,Código corregido de 0878 a Q878
1175,Microcefalia hipoplasia pontocerebelosa disquinesia,Q043,Q04.3,True,Alta,,Hipoplasia pontocerebelosa tipo 5,,88,Código corregido de 0043 a Q043
1269,Neuropatía visceral - anomalias cerebrales - dismorfismo facial - retraso en el desarrollo,Q878,Q87.8,True,Alta,,Síndrome de neuropatía visceral-anomalías cerebrales-dismorfia facial-retraso del desarrollo,Q87.8,88,
1351,Paraplejia espástica - glaucoma - Déficit intelectual,G114,G11.4,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,
1410,Polineuropatia amiloide familiar,E851,E85.1,True,Alta,,Amiloidosis hereditaria con afectación renal primaria,E85.0,88,
1416,"Poliquistosis renal, autosómica y recesiva",Q611,Q61.1,True,Alta,,Neuropatía motora distal hereditaria autosómica recesiva,,88,Código corregido de 0611 a Q611
1420,Porliria cutánea tarda (PCT),E801,E80.1,True,Alta,,Porfiria cutánea tarda,E80.1,88,
1428,Proteinosis alveolar pulmonar idiopática,J840,J84.0,True,Alta,,Proteinosis alveolar pulmonar hereditaria,J84.0,88,
1451,Queratoderma palmoplantar difuso - acrocianosis,Q828,Q82.8,True,Alta,,Síndrome de queratodermia palmoplantar difuso-acrocianosis,Q82.8,88,Código corregido de 0828 a Q828
1462,Retinitis pigmentaria sordera hipogenitalismo,Q878,Q87.8,True,Alta,,Síndrome de retinosis pigmentaria-discapacidad intelectual-sordera-hipogonadismo,Q87.8,88,Código corregido de 0878 a Q878
1520,SCN2 (Deficiencia GFI1),D7OX,D7OX,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,
1521,SCN3 (Deficiencia HAX1),D70X,D70X,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,
1530,"Síndrome ""cat-eye""",Q928,Q92.8,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0928 a Q928
1536,Síndrome acrorenal recesivo,Q872,Q87.2,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0872 a Q872
1549,Síndrome blefaro-naso-facial,Q870,Q87.0,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0870 a Q870
1595,Síndrome de ataxia - sordera - retraso mental,G111,G11.1,True,Alta,,Síndrome de queratodermia palmoplantar-sordera,Q82.8,88,
1623,Síndrome de Borrone di Rocco Crovato,Q878,Q87.8,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0878 a Q878
1630,Sindrome de Buschke-011endorff,Q788,Q78.8,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0788 a Q788
1635,Sindrome de Cantu Sánchez Corona Fragoso,L818,L81.8,True,Alta,,Síndrome de hábito marfanoide-discapacidad intelectual autosómico recesivo,Q87.8,88,
1654,Síndrome de CH1LD,Q878,Q87.8,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0878 a Q878
1700,Síndrome de encefalopatia mioneurogastrointestinal,G713,G71.3,True,Alta,,Síndrome H,D76.3,88,
1705,Sindrome de extravasacion capilar,I788,I78.8,True,Alta,,Síndrome de extravasación capilar sistémica,I78.8,88,
1720,Sindrome de Fuqua Berkovitz,Q564,Q56.4,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0564 a Q564
1794,Síndrome de Lipodistrofia - retraso mental - sordera,Q788,Q78.8,True,Alta,,Síndrome de queratodermia palmoplantar-sordera,Q82.8,88,Código corregido de 0788 a Q788
1820,Síndrome de miembros y mamas,Q878,Q87.8,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0878 a Q878
1839,Síndrome de Nijmegen Breakage,Q878,Q87.8,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0878 a Q878
1851,Síndrome de Parsonage-Tumer,G545,G54.5,True,Alta,,Síndrome H,D76.3,88,
1863,Síndrome de Pierre Robin aislado,Q870,Q87.0,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0870 a Q870
1985,Síndrome del injerto contra huésped,T860,T86.0,True,Alta,,Síndrome H,D76.3,88,
1991,Sindrome lacio-cardio-mélico,Q878,Q87.8,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0878 a Q878
1992,Síndrome FILS (mutación en POLE1),Q871,Q87.1,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0871 a Q871
2011,Síndrome Maroteaux Lamy,E762,E76.2,True,Alta,,Síndrome H,D76.3,88,
2033,Síndrome oral-facial-digital no especificado,Q870,Q87.0,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0870 a Q870
2045,Síndrome pneumo-renal de Goodpasture,M310,M31.0,True,Alta,,Síndrome H,D76.3,88,
2059,Síndrome Klippel Trenaunay Servelle,Q872,Q87.2,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0872 a Q872
2075,"Sordera - Déficit intelectual, tipo Madin-Probst",Q878,Q87.8,True,Alta,,Deficiencia de beta-cetotiolasa,E71.1,88,Código corregido de 0878 a Q878
2182,Obstrucción de Arterias Pulmonares por Estenosis Congénita de Arterias Pulmonares,Q256,Q25.6,True,Alta,,Estenosis pulmonar periférica,Q25.6,88,Código corregido de 0256 a Q256
2193,"Síndrome de NLRP1, Autoinflamación con artritis y disqueratosis",Q828,Q82.8,True,Alta,,Síndrome H,D76.3,88,Código corregido de 0828 a Q828
117,Anoftalmia - megalocomea - cardiopatia - anomalias esqueleticas,Q878,Q87.8,True,Alta,,Síndrome de anoftalmia-megalocórnea-cardiopatía-anomalías esqueléticas,Q87.8,87,Código corregido de 0878 a Q878
151,"Arañazo de qato, enfermedad del",A281,A28.1,True,Alta,,Mucopolisacaridosis tipo 7,E76.2,87,
183,Ataxia espinocerebelosa infantil,G111,G11.1,True,Alta,,Ataxia espinocerebelosa tipo 7,G11.8,87,
233,Braquidactilia - nistagmo - ataxia cerebelar,Q878,Q87.8,True,Alta,,Síndrome de braquidactilia-nistagmo-ataxia cerebelosa,Q87.8,87,Código corregido de 0878 a Q878
281,Citruhnemia,E722,E72.2,True,Alta,,Citrulinemia,,87,
298,Condrodisplasia metafisaria - retinitis pigmentosa,Q878,Q87.8,True,Alta,,Liquen plano pigmentoso,L43.8,87,Código corregido de 0878 a Q878
344,"Defecto de rayo cubital / peroneo, con braquidactilia",Q738,Q73.8,True,Alta,,Síndrome de defecto de rayo cubital/peroneo-braquidactilia,Q73.8,87,Código corregido de 0738 a Q738
556,Degeneración macular juvenil hipotriquia,Q840,Q84.0,True,Alta,,Degeneración macular juvenil con hipotricosis,Q84.0,87,Código corregido de 0840 a Q840
654,Displasia ectodérmica hipohidrosis grupo hipotiroidismo,Q824,Q82.4,True,Alta,,Displasia cráneo-ectodérmica,Q87.5,87,Código corregido de 0824 a Q824
