Número,Nombre_Enfermedad,Código_CIE10,Observaciones
1358,Paraplejia espástica autosómica dominante tipo 17,G114,
1359,Paraplejia espástica autosómica dominante tipo 29,G114,
1360,Paraplejia espástica autosómica dominante tipo 32,G114,
1361,Paraplejia espástica autosómica dominante tipo 35,G114,
1362,Paraplejia espástica autosómica dominante tipo 37,G114,
1363,Paraplejia espástica autosómica dominante tipo 38,G114,
1364,Paraplejia espástica autosómica recesiva tipo 14,G114,
1365,Paraplejia espástica autosómica recesiva tipo 15,G114,
1366,Paraplejia espástica autosómica recesiva tipo 18,G114,
1367,Paraplejia espástica autosómica recesiva tipo 23,G114,
1368,Paraplejia espástica autosómica recesiva tipo 24,G114,
1369,Paraplejia espástica autosómica recesiva tipo 25,G114,
1370,Paraplejía espástica autosómica recesiva tipo 26,G114,
1371,Paraplejia espástica autosómica recesiva tipo 28,G114,
1372,Paraplejia espástica autosómica recesiva tipo 30,G114,
1373,Paraplejia espástica autosómica recesiva tipo 39,G114,
1374,Paraplejia espástica familiar,G114,
1375,Paraplejia espástica ligada al cromosoma X tipo 2,G114,
1376,Paraplejia espástica ligada al cromosoma X tipo 16,G114,
1377,Paraplejia espástica ligada al cromosoma X tipo 34,G114,
1378,Paraplejia espástica nefropatia sordera,G114,
1379,Paraplejia espástica no especificada,G114,
1380,Paraplejia-braquidactilia-epífisis en cono,G821,
1381,Paraplejia-retraso mental-hiperqueratosis,G821,
1382,Paresia espástica glaucoma pubertad precoz,G114,
1383,Pelo lanoso - queratoderma palmoplantar - miocardiopatia dilatada,Q878,
1384,Penfigo foliáceo,L102,
1384,Penfigo foliáceo,L103,
1385,Penfigo vulgar,L100,
1386,Penfigoide bulloso,L120,
1387,Penfiqoide paraneoplásico,L108,
1388,Perdida de audición neurosensorial con aparición temprana de canas,H903,
1389,Periarteritis nodosa,M300,
1390,Pericarditis artritis camptodactilia,M128,
1391,Periodontilis juvenil localizada,D71X,
1392,PI3K5 Activado,D818,
1393,Picnoacondrogénesis,Q770,Código corregido de 0770 a Q770
1394,Picnodisostosis,Q788,Código corregido de 0788 a Q788
1395,Piebaldismo.,E703,
1396,Pili Torti onicodisplasia,Q841,Código corregido de 0841 a Q841
1397,Pilo dental displasia,XXXX,
1398,Pityriasis rubra pilaris,L440,
1399,Plagiocefalia aislada,Q673,Código corregido de 0673 a Q673
1400,Plagiocefalia retraso mental ligado al cromosoma X,Q870,Código corregido de 0870 a Q870
1401,"PLAID (mutación en PICG22, Hipogamaglobulinemia, urticaria por frio)",L502,
1402,"Plaquetario familiar con predisposición a leucemia mielogénica aguda, Síndrome",D694,
1403,Pneumonia intersflcial aguda,J848,
1404,Poiquilodermia con neutropenia,D828,
1405,Poiquilodermia de Kindler,Q818,Código corregido de 0818 a Q818
1406,"Poliartritis, factor reumatoide negativo",M083,
1407,"Poliartritis, factor reumatoide positivo",M080,
1408,Policondritis atrofiante,M941,
1409,Polidactilia en espejo - segmentación vertebral anomalias de los miembros,Q872,Código corregido de 0872 a Q872
1410,Polineuropatia amiloide familiar,E851,
1411,Polineuropatia desmielinizante inflamatoria crónica,G618,
1413,Poliposis adenomatosa familiar,D126,
1414,Poliposis con capuchón,D126,
1415,Poliposis juvenil de la infancia,D126,
1416,"Poliquistosis renal, autosómica y recesiva",Q611,Código corregido de 0611 a Q611
1417,Polirradiculoneuropatía desmiel nizante inflamatoria aguda,G610,
1418,Polisindactilia - malformación cardíaca,Q878,Código corregido de 0878 a Q878
1419,Porfiria aguda intermitente,E802,
1420,Porliria cutánea tarda (PCT),E801,
1421,Portlria eritropoyética congénita,E800,
1422,Porfiria hepática crónica,E802,
1423,Poroqueratosis palmoplantar de Mantoux,Q828,Código corregido de 0828 a Q828
1424,Predisposición mendehana a infecciones por micobacterias atipicas,D848,
1425,Problemas de crecimiento - braquidactilia - dismorfismo,Q870,Código corregido de 0870 a Q870
1426,Progeria,E348,
1427,Progeria talla baja nevi pigmentados -,XXXX,Sin código asignado
1428,Proteinosis alveolar pulmonar idiopática,J840,
1429,Proteinosis alveolo-pulmonar (mutación en CSF2RA),J840,
1430,Protoporfiria eritropoyética,E800,
1431,Pseudoacondroplasia,Q778,Código corregido de 0778 a Q778
1432,Pseudoartrosis congénita de clavícula,Q740,Código corregido de 0740 a Q740
1433,Pseudohipoaldosteronismo tipo 1,N258,
1434,Pseudomixoma peritoneal,C786,
1435,Pseudoprogeria,Q878,Código corregido de 0878 a Q878
1436,Pseudotumor inflamatorio del higado,K758,
1437,Pseudoxantoma elástico,Q828,Código corregido de 0828 a Q828
1438,Pterygium colh - retraso mental - anomalías digitales,Q870,Código corregido de 0870 a Q870
1439,Ptosis - estrabismo - pupilas ectópicas,Q870,Código corregido de 0870 a Q870
1440,Pulgar trifalángico - braquiectrodactilia,Q748,Código corregido de 0748 a Q748
1441,Pulgares ausentes talla baja inmunodeficiencia,D828,
1442,"Pulgares en aducción - artogriposis, tipo Christian",Q748,Código corregido de 0748 a Q748
1443,"Pulgares en aducción - artroqriposis, tipo Dundar",Q796,Código corregido de 0796 a Q796
1444,Purpura de Henoch-Schoenlein,D690,
1445,Quadriparesia retraso mental retinitis piqmentaria,Q878,Código corregido de 0878 a Q878
1446,Queratitis estromal,H163,
1447,Queratoconjuntivitis atópica,H162,
1448,Queratoderma palmoplantar - amiotrofia,Q828,Código corregido de 0828 a Q828
1449,Queratoderma palmoplantar - Pelo rizado yen espiral,Q828,Código corregido de 0828 a Q828
1450,Queratoderma palmoplantar - XX inversión de sexo - predisposición a carcinoma de células escamosas,Q560,Código corregido de 0560 a Q560
1451,Queratoderma palmoplantar difuso - acrocianosis,Q828,Código corregido de 0828 a Q828
1452,Queratodermia hipotricosis leuconiquia,Q828,Código corregido de 0828 a Q828
1453,"Queratodermia palmoplantar difusa, tipo Norrbotten dominante",Q828,Código corregido de 0828 a Q828
1454,Queratosis folicular enanismo atrofia cerebral,Q871,Código corregido de 0871 a Q871
1455,Queratosis palmaris et plantaris - clinodactilia,Q828,Código corregido de 0828 a Q828
1456,Queratosis palmoplantar - periodontopatía - onicogriposis,Q828,Código corregido de 0828 a Q828
1457,Querubismo (mutación en SH3BP2),K108,
1458,Quintos metacarpianos cortos - resistencia a la insulina,E138,
1459,"Receptor de plaquetas ADP P2Y12 por fármacos antitrombóticos, Déficit de",D698,
1460,Resistencia periférica a las hormonas tiroideas,E031,
1461,Reticulohistiocitosis multicéntrica,D763,
1462,Retinitis pigmentaria sordera hipogenitalismo,Q878,Código corregido de 0878 a Q878
1463,Refino hepato endocrinolóqico Sindrome,Q878,Código corregido de 0878 a Q878
1464,Retinopatia hereditaria vascular,H350,
1465,Retinosquisis ligada al cromosoma X,Q141,Código corregido de 0141 a Q141
1466,"Retraso del desarrollo debido al Déficit de 2-metilbutiril-CoAdeshidrogenasa ,",E711,
1467,Retraso en el crecimiento por Déficit en el factor de crecimiento insulinico de tipo 1,E343,
1468,"Retraso en el desarrollo - sordera, tipo Hildebrand",Q878,Código corregido de 0878 a Q878
1469,Retraso global del desarrollo - osteopenia - defecto ectodérmico,Q878,Código corregido de 0878 a Q878
1470,Retraso mental - cataratas - cifosis,E778,
1471,Retraso mental dismorfia hipogonadismo diabetes mellitus,Q878,Código corregido de 0878 a Q878
1472,Retraso mental hipotriquia braquidactilia,Q878,Código corregido de 0878 a Q878
1473,Retraso mental ligado al cromosoma X - acromegalia - hiperactividad,Q878,Código corregido de 0878 a Q878
1474,Retraso mental ligado al cromosoma X - coreoatetosis - comportamiento anormal,G255,
1475,Retraso mental ligado al cromosoma X - cubitus valgus - rostro típico,Q878,Código corregido de 0878 a Q878
1476,Retraso mental ligado al cromosoma X - epilepsia - contracturas progresivas de las articulaciones - rostro típico,Q878,Código corregido de 0878 a Q878
1477,Retraso mental ligado al cromosoma X - hipogammaglobulinemia - deterioro neurológico progresivo,Q878,Código corregido de 0878 a Q878
1478,Retraso mental ligado al cromosoma X - hipogonadismo - ictiosis - obesidad - baja estatura,Q878,Código corregido de 0878 a Q878
1479,Retraso mental ligado al cromosoma X - hipotonia - dismorfismo facial - comportamiento agresivo,Q878,Código corregido de 0878 a Q878
1480,Retraso mental ligado al cromosoma X - macrocefalia - macroorquidismo,Q878,Código corregido de 0878 a Q878
1481,Retraso mental ligado al cromosoma X - malformación de Dandy Walker - Enfermedad de los ganglios basales - Convulsiones,Q238,Código corregido de 0238 a Q238
1482,Retraso mental ligado al cromosoma X - pubertad precoz - obesidad,Q878,Código corregido de 0878 a Q878
1483,Retraso mental ligado al cromosoma X epilepsia psoriasis,Q878,Código corregido de 0878 a Q878
1484,Retraso mental ligado al cromosoma X no especificado,Q878,Código corregido de 0878 a Q878
1485,Retraso mental ligado al cromosoma X psicosis macroorquidismo,F711,
1486,"Retraso mental ligado al cromosoma X, de tipo Abidi",Q878,Código corregido de 0878 a Q878
1487,"Retraso mental ligado al cromosoma X, de tipo Armfield",Q878,Código corregido de 0878 a Q878
1488,"Retraso mental ligado al Cromosoma X, de tipo Cantaqrel",Q878,Código corregido de 0878 a Q878
1489,"Retraso mental ligado al cromosoma X, de tipo Miles-Carpenter",Q878,Código corregido de 0878 a Q878
1490,"Retraso mental ligado al cromosoma X, de tipo Pai",Q878,Código corregido de 0878 a Q878
1491,"Retraso mental ligado al cromosoma X, de tipo Reish",Q878,Código corregido de 0878 a Q878
1492,"Retraso mental ligado al cromosoma X, de tipo Schimke",Q878,Código corregido de 0878 a Q878
1493,"Retraso mental ligado al cromosoma X, de tipo Seemanova",Q878,Código corregido de 0878 a Q878
1494,Retraso mental ligado al cromosoma X de tipo Shashi,Q878,Código corregido de 0878 a Q878
1495,"Retraso mental ligado al cromosoma X, de tipo Shnmpton",Q878,Código corregido de 0878 a Q878
1496,"Retraso mental ligado al cromosoma X, de tipo Siderius",Q878,Código corregido de 0878 a Q878
1497,"Retraso mental ligado al cromosoma X, de tipo Snyder",Q878,Código corregido de 0878 a Q878
1498,"Retraso mental ligado al cromosoma X, de tipo Stevenson",Q878,Código corregido de 0878 a Q878
1499,"' Retraso mental ligado al cromosoma X, de tipo Stocco Dos Santos",Q878,Código corregido de 0878 a Q878
1500,"Retraso mental ligado al cromosoma X, de tipo Stoll",Q878,Código corregido de 0878 a Q878
1501,"Retraso mental ligado al cromosoma X, de tipo sudafricano",Q878,Código corregido de 0878 a Q878
1502,"Retraso mental ligado al cromosoma X, de tipo Vitale",Q878,Código corregido de 0878 a Q878
1503,"Retraso mental ligado al cromosoma X, de tipo Wilson",Q878,Código corregido de 0878 a Q878
1504,"Retraso mental ligado al cromosoma X, de tipo Wittwer",Q878,Código corregido de 0878 a Q878
1505,"Retraso mental ligado al cromosoma X, de tipo Zorick",G318,
1506,"Retraso mental ligado al cromosoma X, sindromico 7",Q878,Código corregido de 0878 a Q878
1507,"Retraso mental ligado al cromosoma X, sindromico, debido a la mutación en JARID1C",Q878,Código corregido de 0878 a Q878
1508,Retraso mental severo - epilepsia - anomalias anales -hipoplasia de las falanges distales,Q878,Código corregido de 0878 a Q878
1509,Retraso mental severo ligado al cromosoma X tipo Gustavson,F729,
1510,Retraso mental y del crecimiento - disostosis mandibulo facial - microcefalia - fisura palatina,Q870,Código corregido de 0870 a Q870
1511,Retraso psicomotor provocado por Déficit de S-adenosil homocisteína hidrolasa,E721,
1513,RNASEH2A (AGS4),G318,
1514,RNASEH2B (AGS2),G318,
1515,RNASEH2C (AGS3),G318,
1516,Romboencefalosinapsis,Q043,Código corregido de 0043 a Q043
1517,Sarcoidosis,D869,
1518,Sarcosinemia,E725,
1520,SCN2 (Deficiencia GFI1),D7OX,
1521,SCN3 (Deficiencia HAX1),D70X,
1522,"SCN4, todas las otras",D7OX,
1524,Sialidosis tipo 1,E771,
1525,Sialidosis tipo 2,E771,
1526,Sindactilia - telecanto - malformaciones renales y anogenitales,Q878,Código corregido de 0878 a Q878
1527,Sindactifia mesoaxial sinostótica con reducción de las falanges,Q704,Código corregido de 0704 a Q704
1528,Sindactifia no especificada,Q709,Código corregido de 0709 a Q709
1529,Sindactilia tipo Cenani Lenz,Q784,Código corregido de 0784 a Q784
1530,"Síndrome ""cat-eye""",Q928,Código corregido de 0928 a Q928
1531,Sindrome 3C,Q878,Código corregido de 0878 a Q878
1532,Síndrome 3M,Q871,Código corregido de 0871 a Q871
1533,Sindrome acrocalloso,Q040,Código corregido de 0040 a Q040
1534,Síndrome acromegaloide hipertricosis,Q870,Código corregido de 0870 a Q870
1535,Síndrome acro-pectoral,Q740,Código corregido de 0740 a Q740
1536,Síndrome acrorenal recesivo,Q872,Código corregido de 0872 a Q872
1537,Síndrome acrorenomandibular,Q878,Código corregido de 0878 a Q878
1538,Síndrome acro-reno-ocular,Q878,Código corregido de 0878 a Q878
1539,Síndrome ADULT,Q872,Código corregido de 0872 a Q872
1540,Síndrome Alport - leiomiomatosis difusa ligado al cromosoma X,Q878,Código corregido de 0878 a Q878
1541,Síndrome ANE,Q878,Código corregido de 0878 a Q878
1542,Síndrome angio-osteo-hipertrófico,Q872,Código corregido de 0872 a Q872
1543,"Síndrome Anttley-Bixler-like, genitales ambiguos, alteración de la esteroidogenesis",E250,
1544,Síndrome AREDYLD,Q878,Código corregido de 0878 a Q878
1545,Síndrome autoinflamatorio familiar por frío,L502,
1546,Síndrome Blau (NOD2 or CARD15),Q878,Código corregido de 0878 a Q878
1547,Síndrome blefaro facio esquelético,Q878,Código corregido de 0878 a Q878
1548,Síndrome blefaro queilo odóntico,Q878,Código corregido de 0878 a Q878
1549,Síndrome blefaro-naso-facial,Q870,Código corregido de 0870 a Q870
1550,Síndrome BOR,Q878,Código corregido de 0878 a Q878
1551,Síndrome branquio-esqueleto-genital,Q878,Código corregido de 0878 a Q878
1552,Síndrome branquio-óculo-facial,Q188,Código corregido de 0188 a Q188
1553,Sindrome CACH,E752,
1554,Sindrome GAMOS,G111,
1555,Sindrome CDG tipo la,E778,
1556,Síndrome CDG tipo lb,E778,
1557,Síndrome CDG tipo Ic,E778,
1558,Sindrome CDG tipo lih,E778,
1559,Síndrome CEDNIK,Q828,Código corregido de 0828 a Q828
1560,Síndrome cerebro costo mandibular,Q878,Código corregido de 0878 a Q878
1561,Síndrome cerebro-oculo-nasal,Q870,Código corregido de 0870 a Q870
1562,Síndrome cerebro-pulmon-tiroides,E031,
1563,Síndrome CHANDS,Q824,Código corregido de 0824 a Q824
1564,Síndrome CHARGE,Q878,Código corregido de 0878 a Q878
1565,Síndrome CINCA,G031,
1566,Sindrome CLAPO,Q873,Código corregido de 0873 a Q873
1567,Sindrome Cleidorizomelico,Q778,Código corregido de 0778 a Q778
1568,Síndrome CODAS,Q878,Código corregido de 0878 a Q878
1569,Síndrome COFS,Q871,Código corregido de 0871 a Q871
1570,Sindrome craneofacial-sordera-mano,Q870,Código corregido de 0870 a Q870
1571,Síndrome CREST,M341,
1572,Síndrome de Aarskog-Scott,Q871,Código corregido de 0871 a Q871
1573,Síndrome de Aase-Smith,Q878,Código corregido de 0878 a Q878
1574,Síndrome de Abruzzo Erickson,Q878,Código corregido de 0878 a Q878
1575,Sindrome de Ackerman,K002,
1576,Síndrome de Aicardi,Q040,Código corregido de 0040 a Q040
1577,Sindrome de Aicardi-Goutieres,G318,
1578,Sindrome de Alaqille,Q447,Código corregido de 0447 a Q447
1579,Sindrome de AI-Gazali-Dattani,E778,
1580,Síndrome de Allan-Herndon-Dudley,E031,
1581,Síndrome de Alpers,G318,
1582,Síndrome de Alport,Q878,Código corregido de 0878 a Q878
1583,Sindrome de Alstrom,Q878,Código corregido de 0878 a Q878
1584,Síndrome de Ambras,Q842,Código corregido de 0842 a Q842
1585,Síndrome de anemia megaloblastica sensible a tiamina,Q531,Código corregido de 0531 a Q531
1586,Sindrome de aneuploidia en mosaico variegada,Q998,Código corregido de 0998 a Q998
1587,Sindrome de aneurisma aórtico de tipo Loeys-Dietz,Q874,Código corregido de 0874 a Q874
1588,Sindrome de Angelman,Q935,Código corregido de 0935 a Q935
1589,Síndrome de aniridia - retraso mental,Q878,Código corregido de 0878 a Q878
1590,Sindrome de anoftalmia plus,Q878,Código corregido de 0878 a Q878
1591,Síndrome de antisintetasas,Q898,Código corregido de 0898 a Q898
1592,Síndrome de Antley-Bixler,Q870,Código corregido de 0870 a Q870
1593,Sindrome de Apert,Q870,Código corregido de 0870 a Q870
1594,Síndrome de aspiracion de meconio,P240,
1595,Síndrome de ataxia - sordera - retraso mental,G111,
1596,Síndrome de Atkin Flaitz Patil Smith,Q878,Código corregido de 0878 a Q878
1597,Síndrome de autismo y macrocefalia,Q878,Código corregido de 0878 a Q878
1598,Síndrome de Axenfeld-Rieger,Q138,Código corregido de 0138 a Q138
1599,Síndrome de Ballard (Braquidactilia tipo B y C combinadas),Q738,Código corregido de 0738 a Q738
1600,Síndrome de Bamforth,E031,
1601,Síndrome de Bangstad,E318,
1602,Síndrome de Banki,Q681,Código corregido de 0681 a Q681
1604,Síndrome de Barber Say,Q870,Código corregido de 0870 a Q870
1605,Síndrome de Bardet-Biedl,Q878,Código corregido de 0878 a Q878
1606,Síndrome de Barth,E711,
1607,Síndrome de Bartsocas-Papas,Q872,Código corregido de 0872 a Q872
1608,Síndrome de Barbet,E268,
1609,Síndrome de Basan,Q828,Código corregido de 0828 a Q828
1610,Síndrome de Bazex,L851,
1611,Sindrome de Bazex-Dupre-Christol,L988,
1612,Síndrome de Beckwith-Wiedemann,Q873,Código corregido de 0873 a Q873
1613,Sindrome de Beemer Ertbruggen,Q878,Código corregido de 0878 a Q878
1614,Síndrome de Bencze,Q674,Código corregido de 0674 a Q674
1615,Sindrome de Berant,Q878,Código corregido de 0878 a Q878
1616,Síndrome de Bernard-Soulier,D691,
1617,Síndrome de Birt-Hogg-Dube,Q878,Código corregido de 0878 a Q878
1618,Síndrome de Bjürnstadt,Q878,Código corregido de 0878 a Q878
1619,Síndrome de Bloom,Q998,Código corregido de 0998 a Q998
1620,Síndrome de Bonneman-Meinecke-Reich,Q048,Código corregido de 0048 a Q048
1621,Síndrome de Book,Q824,Código corregido de 0824 a Q824
1622,Sindrome de Bork-Stender-Schmidt,Q824,Código corregido de 0824 a Q824
1623,Síndrome de Borrone di Rocco Crovato,Q878,Código corregido de 0878 a Q878
1624,Síndrome de Bosley-Salih-Aloainy,Q878,Código corregido de 0878 a Q878
1625,Sindrome de Bowen-Conradi,Q878,Código corregido de 0878 a Q878
1626,Síndrome de braguimorfismo - oncodisplasia - disfalangismo,Q871,Código corregido de 0871 a Q871
1627,Sindrome de Brown-Vialetto-van Laere,G121,
1628,Sindrome de Brugada,I472,
1629,Síndrome de Budd-Chiari,I820,
1630,Sindrome de Buschke-011endorff,Q788,Código corregido de 0788 a Q788
1631,Sindrome de Cabezas,Q878,Código corregido de 0878 a Q878
1632,Sindrome de Camurati Engelmann,Q783,Código corregido de 0783 a Q783
1633,Sindrome de Cantrell Haller Ravitsch,Q897,Código corregido de 0897 a Q897
1634,Sindrome de Cantu,Q828,Código corregido de 0828 a Q828
1635,Sindrome de Cantu Sánchez Corona Fragoso,L818,
1636,Sindrome de Carey-Fineman-Ziter,Q870,Código corregido de 0870 a Q870
1637,Síndrome de Carnevale,Q878,Código corregido de 0878 a Q878
1638,Sindrome de Carpenter,Q870,Código corregido de 0870 a Q870
1639,"Sindrome de cataratas congénitas, dismorfia facial, y neuropatía (CCFDN)",Q878,Código corregido de 0878 a Q878
1640,Síndrome de Catel-Manzke,Q878,Código corregido de 0878 a Q878
1641,Sindrome de CDG,E778,
1642,Sindrome de CDG tipo Id,E778,
1643,Síndrome de CDG tipo le,E778,
1644,Síndrome de CDG tipo If,E778,
1645,Sindrome de CDG tipo Ig,E778,
1646,Síndrome de CDG tipo lh,E778,
1647,Sindrome de CDG tipo Ha,E778,
1648,Síndrome de CDG tipo He,E778,
1649,Sindrome de CDG tipo lk,E778,
1650,Sindrome de CDG tipo IL,E778,
1651,Sindrome de cefalopolisindactilia de Greig,Q870,Código corregido de 0870 a Q870
1652,Sindrome de Char,Q878,Código corregido de 0878 a Q878
1653,Síndrome de Chediak-Higashi,E703,
1654,Síndrome de CH1LD,Q878,Código corregido de 0878 a Q878
1655,Síndrome de Christian de Myer Franken,Q875,Código corregido de 0875 a Q875
1656,Síndrome de Christ-Siemens-Touraine,Q824,Código corregido de 0824 a Q824
1657,Síndrome de Churg-Strauss,M301,
1658,Síndrome de Clouston,Q828,Código corregido de 0828 a Q828
1659,Síndrome de CLOVE's,Q873,Código corregido de 0873 a Q873
1660,Síndrome de Cobb,Q273,Código corregido de 0273 a Q273
1661,Síndrome de Cockayne,Q871,Código corregido de 0871 a Q871
1662,Síndrome de Coffin Siris,Q871,Código corregido de 0871 a Q871
1663,Síndrome de Coffin-Lowry,Q870,Código corregido de 0870 a Q870
1664,Síndrome de Cogan,H163,
1665,Síndrome de Cohen,Q878,Código corregido de 0878 a Q878
1666,Síndrome de Cole-Carpenter,Q780,Código corregido de 0780 a Q780
1667,Síndrome de Cooks,Q846,Código corregido de 0846 a Q846
1668,Síndrome de Cooper-Jabs,Q878,Código corregido de 0878 a Q878
1669,Síndrome de Cornelia de Lange,Q871,Código corregido de 0871 a Q871
1670,Síndrome de Costello,Q878,Código corregido de 0878 a Q878
1671,Síndrome de Cousin-Walbraum-Cegarra,Q875,Código corregido de 0875 a Q875
1672,Sindrome de Cowden,Q858,Código corregido de 0858 a Q858
1673,Sindrome de Coxo auricular,Q871,Código corregido de 0871 a Q871
1674,Síndrome de Criqler-Najjar,E805,
1675,Síndrome de Crisponi,G908,
1676,Síndrome de Cronkhite-Canada,D126,
1677,Síndrome de Curry Jones,Q870,Código corregido de 0870 a Q870
1678,Sindrome de Cushing,E249,
1679,Sindrome de Cushing dependiente de ACTH,E240,
1680,Sindrome de Dahlberq Borer Newcomer,Q878,Código corregido de 0878 a Q878
1681,Sindrome de delecion 6q16,Q935,Código corregido de 0935 a Q935
1682,Síndrome de Denys-Drash,N041,
1683,"Sindrome de deplecion del ADN mitocondrial, forma encefalomiopática con aciduria metilmalonica",G713,
1684,Síndrome de Desbuquois,Q788,Código corregido de 0788 a Q788
1685,Síndrome de Dincsoy Salih Patel,Q044,Código corregido de 0044 a Q044
1686,Sindrome de Donnai-Barrow,Q878,Código corregido de 0878 a Q878
1687,Sindrome de Duane,H508,
1688,Síndrome de Dubowitz,Q871,Código corregido de 0871 a Q871
1689,Síndrome de Dursun,D7OX,
1690,Síndrome de Dyggve-Melchior-Clausen,Q777,Código corregido de 0777 a Q777
1691,Sindrome de EEM,Q878,Código corregido de 0878 a Q878
1692,Sindrome de Ehlers-Danlos de tipo vascular,Q796,Código corregido de 0796 a Q796
1693,Sindrome de Ehlers-Danlos tipo artrocalasia — TIPO VII,Q796,Código corregido de 0796 a Q796
1694,Sindrome de Ehlers-Danlos tipo cifoescoliosis — TIPO VI,Q796,Código corregido de 0796 a Q796
1695,Sindrome de Ehlers-Danlos tipo clásico — TIPO 1Y 11,Q796,Código corregido de 0796 a Q796
1696,Sindrome de Ehlers-Danlos tipo dermatosparaxis — TIPO VII C,Q796,Código corregido de 0796 a Q796
1697,Sindrome de Ehlers-Danlos tipo hiperlaxitud — TIPO III,Q796,Código corregido de 0796 a Q796
1698,Sindrome de Eiken,Q878,Código corregido de 0878 a Q878
1699,Síndrome de Ellis-Van Creveld,Q776,Código corregido de 0776 a Q776
1700,Síndrome de encefalopatia mioneurogastrointestinal,G713,
1701,Sindrome de Eng Strom,Q871,Código corregido de 0871 a Q871
1702,Sindrome de escafocefalia familiar tipo McGillivray,Q870,Código corregido de 0870 a Q870
1703,Sindrome de Evans,D693,
1704,Síndrome de exoftalmos benigno,H052,
1705,Sindrome de extravasacion capilar,I788,
1706,Sindrome de Fanconi asociado a cadenas ligeras Ig monoclonal,E720,
1707,Síndrome de Filippi,Q878,Código corregido de 0878 a Q878
1708,Síndrome de Fine Lubinsky,Q878,Código corregido de 0878 a Q878
1709,Sindrome de Finlay Markes,Q878,Código corregido de 0878 a Q878
1710,Sindrome de Floating-Harbor,Q878,Código corregido de 0878 a Q878
1711,Síndrome de Flynn Aird,Q878,Código corregido de 0878 a Q878
1712,Sindrome de Fountain,Q878,Código corregido de 0878 a Q878
1713,Sindrome de Frank-Ter Haar,Q878,Código corregido de 0878 a Q878
1714,Sindrome de Fraser,Q870,Código corregido de 0870 a Q870
1715,Sindrome de Frasier,N041,
1716,Síndrome de Freeman-Sheldon,Q870,Código corregido de 0870 a Q870
1717,Sindrome de Fried,Q878,Código corregido de 0878 a Q878
1718,Sindrome de Fryns,Q878,Código corregido de 0878 a Q878
1719,Síndrome de Fuhrmann,Q748,Código corregido de 0748 a Q748
1720,Sindrome de Fuqua Berkovitz,Q564,Código corregido de 0564 a Q564
1721,Sindrome de Galloway,Q043,Código corregido de 0043 a Q043
1722,Sindrome de German,Q878,Código corregido de 0878 a Q878
1723,Sindrome de Gitelman,N158,
1724,Síndrome de Goldblatt,Q870,Código corregido de 0870 a Q870
1725,Sindrome de Goldenhar,Q870,Código corregido de 0870 a Q870
1726,Síndrome de Goldmann-Favre,H355,
1727,Sindrome de Goodman,Q870,Código corregido de 0870 a Q870
1728,Síndrome de Gorham Stout,M895,
1729,Síndrome de Gorlin,Q878,Código corregido de 0878 a Q878
1730,Síndrome de Gorlin Chaudry Moss,Q870,Código corregido de 0870 a Q870
1731,Sindrome de Grange,G878,
1732,Síndrome de Guillain-Barre,G610,
1733,Síndrome de Hallermann Streiff Francois,Q870,Código corregido de 0870 a Q870
1734,Síndrome de Hartnup,E720,
1735,Síndrome de Hartsfield Bixler Demyer,Q878,Código corregido de 0878 a Q878
1736,Síndrome de Hennekam,Q878,Código corregido de 0878 a Q878
1737,Síndrome de Hennekam Beemer,Q822,Código corregido de 0822 a Q822
1738,Síndrome de Hermansky-Pudlak,E703,
1739,Síndrome de HERNS,1673,
1740,Síndrome de Hiper iqD,E850,
1741,Síndrome de Hiper IgM,D828,
1742,Síndrome de hipercoaqulabilidad por Déficit de glicosilfosfaktilinositol,E888,
1743,Síndrome de hiper-IqE autosómico dominante,D824,
1744,"Síndrome de hipopiqmentación con sordera ysneguera, tipo yemeni",Q878,Código corregido de 0878 a Q878
1745,Síndrome de Holt-Oram,Q872,Código corregido de 0872 a Q872
1746,Síndrome de Houlston Iraggori Murday,Q878,Código corregido de 0878 a Q878
1747,Síndrome de Hurler,E760,
1748,Síndrome de Hurler-Scheie,E760,
1749,Síndrome de Ictiosis y nacimiento prematuro,Q808,Código corregido de 0808 a Q808
1750,Síndrome de IMAGE .,Q871,Código corregido de 0871 a Q871
1751,Síndrome de inmunodeficiencia primaria por Déficit de p14,D828,
1752,Síndrome de insensibilidad a los androgenos,E345,
1753,Síndrome de intestino corto,Q438,Código corregido de 0438 a Q438
1754,Síndrome de isotretinoina like,Q868,Código corregido de 0868 a Q868
1755,Síndrome de Jackson-Weiss,Q878,Código corregido de 0878 a Q878
1756,Síndrome de Jacobsen,Q935,Código corregido de 0935 a Q935
1757,Síndrome de Jahli,H355,
1758,Sindrome de Jervell y Lanqe-Nielsen,I458,
1759,Sindrome de Jeune,Q772,Código corregido de 0772 a Q772
1760,Síndrome de Johanson Blizzard,Q878,Código corregido de 0878 a Q878
1761,Síndrome de Johnson Mcmillin,Q878,Código corregido de 0878 a Q878
1762,Sindrome de Joubert,Q043,Código corregido de 0043 a Q043
1763,Sindrome de Joubert con defecto hepalico,K740,
1764,Síndrome de Joubert con defecto orofaciodigital,Q043,Código corregido de 0043 a Q043
1765,Sindrome de Juberg Hayward,Q870,Código corregido de 0870 a Q870
1766,Sindrome de Kabuki make up,Q870,Código corregido de 0870 a Q870
1767,Sindrome de Kaler Garrity Stern,Q878,Código corregido de 0878 a Q878
1768,Sindrome de Kallmann,E230,
